index,count,title,brand,Rating,Panel,community,avgscore,NOM,Previous NOM,Agave_Region,Region,Cooking,Extraction,Water_Source,Fermentation,Distillation,Still,Aging,ABVorProof,Other,aromas1c,aromas1t,aromas2c,aromas2t,aromas3c,aromas3t,aromas4c,aromas4t,aromas5c,aromas5t,aromas6c,aromas6t,aromas7c,aromas7t,aromas8c,aromas8t,aromas9c,aromas9t,aromas10c,aromas10t,aromas11c,aromas11t,aromas12c,aromas12t,flavors1c,flavors1t,flavors2c,flavors2t,flavors3c,flavors3t,flavors4c,flavors4t,flavors5c,flavors5t,flavors6c,flavors6t,flavors7c,flavors7t,flavors8c,flavors8t,flavors9c,flavors9t,flavors10c,flavors10t,flavors11c,flavors11t,flavors12c,flavors12t
28910,1,Villa Lobos Añejo,Villa Lobos,119,86,81,83.5,1139,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Wood fermentation tanks Open-air fermentation,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),No additives,10,Vanilla,8,Oak,5,Agave (cooked),4,Banana,2,Caramel,1,Vegetal,1,Minerals,1,Alcohol,1,Olive,1,Dried Fruit,1,Cherries (dried),1,Pear,8,Vanilla,8,Oak,6,Caramel,5,Agave (cooked),3,Alcohol,3,White Pepper,2,Baking Spice,2,Dried Fruit,2,Cherries (dried),2,Pepper (black),2,Cinnamon,2,Flowers
28961,1,Tequila Galera Vieja Silver,Galera Vieja,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28971,1,Tequila Galera Vieja Reposado,Galera Vieja,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28981,1,Tequila Galera Vieja Gold,Galera Vieja,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28991,1,Tequila Galera Vieja Añejo,Galera Vieja,2,,75,37.5,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Smoke,2,Alcohol,2,Whiskey,2,Cocoa,2,Cedar,2,Butterscotch,2,White Pepper,2,Lemongrass,2,Caraway Seed,2,Lime,2,Lemon,6,Alcohol,,,,,,,,,,,,,,,,,,,,,,
29001,1,Galindo Tequila Blanco,Galindo,14,74,85,79.5,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Pepper (black),2,Orange Peel,2,Metallic,2,Petrol,1,Alcohol,1,Minerals,1,Plastic,1,Varnish,1,Wet Earth,1,Lactic,1,Tobacco,2,Medicinal,1,Pepper (black),1,Orange Peel,1,Alcohol,1,Astringent,1,Metallic,1,Petrol,1,Plastic,1,Rubber,,,,,,
29010,1,Villa Lobos Extra Añejo,Villa Lobos,41,88,88,88,1139,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Wood fermentation tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),No additives,5,Oak,3,Smoke,2,Vanilla,2,Agave (cooked),2,Earth,2,Caramel,1,Toffee,1,Butter,1,Wet Earth,1,Yeast/Dough,1,Mint,1,Nuts,3,Agave (cooked),3,Oak,2,Smoke,2,Caramel,2,Astringent,1,Earth,1,Butter,1,Vanilla,1,Hazelnut,1,Nuts,1,Bell Pepper,1,Almond
29011,1,Galindo Tequila Reposado,Galindo,5,80,83,81.5,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Acetone,1,Minerals,1,Smoke,1,Nuts (Roasted),1,Toffee,1,Nuts,1,Honey,1,Hazelnut,1,Nutmeg,1,Orange Blossom,1,Lavender,1,Peppermint,1,Astringent,1,Nuts (Roasted),1,Toffee,1,Nuts,1,Honey,1,Hazelnut,1,Nutmeg,1,Orange Blossom,1,Lavender,1,Peppermint,1,Herbal,1,Mint
29021,1,Galindo Tequila Añejo,Galindo,2,73,96,84.5,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,1,Agave (cooked),1,Alcohol,1,Vanilla,1,Pepper (black),1,Almond,,,,,,,,,,,,,,,1,Agave (cooked),1,Alcohol,1,Vanilla,1,Pepper (black),1,Almond,,,,,,,,,,,,,,
29041,1,Galindo Tequila Extra Añejo,Galindo,2,,94,47,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29101,1,Gaviota Tequila Blanco,Gaviota,1,,68,34,1443,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29110,1,"Villa Lobos ""Los Hombres"" Edición Limitada",Villa Lobos,24,86,89,87.5,1139,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Wood fermentation tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,4,Agave (cooked),3,Minerals,2,Cherry,2,Oak,2,Almond,1,Earth,1,Limestone,1,Vanilla,1,Pepper (black),1,Citrus,1,Agave (raw),1,Fruity,4,Pepper (black),4,Agave (cooked),3,Minerals,2,Cherry,2,Oak,2,Almond,1,Mint,1,Earth,1,Fruity,1,Vanilla,1,Citrus,1,Agave (raw)
29111,1,Gaviota Tequila Reposado,Gaviota,0,,,0,1443,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29121,1,Gaviota Tequila Añejo,Gaviota,2,73,68,70.5,1443,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29191,1,Generación X Reposado,Generación X,0,,,0,1455,(Previously:1414),Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29210,1,Villa Lobos Distillation Strength Blanco,Villa Lobos,72,88,81,84.5,1139,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Wood fermentation tanks 100% agave Open-air fermentation,2x distilled,Copper Pot,-,55% abv (110-proof),No additives,5,Herbal,4,Agave (cooked),2,Citrus,2,Minerals,2,Pepper (black),1,Olive,1,Pear,1,Pineapple,1,Peppermint,1,Bell Pepper,1,Anise,1,Clove,5,Pepper (black),4,Minerals,3,Agave (cooked),3,Herbal,3,Alcohol,2,Flowers,2,Citrus,2,Fruity,1,Honey,1,Olive,1,Cinnamon,1,Clove
29251,1,Gila Tequila Silver,Gila Tequila,11,82,69,75.5,1592,(Previously:1420 1590),-,Jalisco (Los Altos Southern),Stone/Brick Ovens Boiling Tank,Roller Mill Diffuser,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Column,-,40% abv (80-proof),-,1,Alcohol,1,Petrol,,,,,,,,,,,,,,,,,,,,,1,Petrol,1,Varnish,1,Alcohol,1,Astringent,,,,,,,,,,,,,,,,
29261,1,Gila Tequila Reposado,Gila Tequila,15,,71,35.5,1592,(Previously:1420 1590),-,Jalisco (Los Altos Southern),Stone/Brick Ovens Boiling Tank,Roller Mill Diffuser,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Column,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),-,2,Alcohol,,,,,,,,,,,,,,,,,,,,,,,2,Alcohol,1,Petrol,1,Artificial Sweetener,,,,,,,,,,,,,,,,,,
29271,1,Gila Tequila Añejo,Gila Tequila,30,72,76,74,1592,(Previously:1420 1590),-,Jalisco (Los Altos Southern),Stone/Brick Ovens Diffuser,Roller Mill Diffuser,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Column,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),-,2,Agave (cooked),1,Caramel,1,Vanilla,1,Molasses,1,Oak,,,,,,,,,,,,,,,2,Agave (cooked),2,Oak,1,Caramel,1,Vanilla,1,Molasses,1,Alcohol,,,,,,,,,,,,
29281,1,Tequila Giosue Blanco,Giosue,0,,,0,1580,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29291,1,Tequila Giosue Reposado,Giosue,0,,,0,1580,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29301,1,Tequila Giosue Añejo,Giosue,0,,,0,1580,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29310,1,Volans Extra Añejo,Volans,145,90,88,89,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),No additives,22,Agave (cooked),14,Vanilla,13,Oak,10,Fruity,7,Caramel,5,Minerals,5,Butterscotch,4,Cinnamon,4,Pepper (black),3,Pitted Fruit,3,Vegetal,3,Cherry,26,Agave (cooked),18,Vanilla,15,Oak,9,Butterscotch,8,Fruity,6,Minerals,6,Pepper (black),5,Pitted Fruit,5,Cinnamon,4,Lime,4,Caramel,3,Cherry
29410,1,Volans Blanco,Volans,345,90,88,89,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,54,Agave (cooked),32,Minerals,22,Pepper (black),20,Citrus,19,Vegetal,15,Flowers,9,Grass,9,Earth,7,White Pepper,7,Mint,7,Agave (raw),6,Alcohol,63,Agave (cooked),51,Pepper (black),35,Minerals,29,Citrus,16,Vegetal,15,Brine/Salt,13,Alcohol,12,Flowers,10,Mint,7,Grass,7,Apple,7,Cinnamon
29510,1,Volans Single Barrel Reposado,Volans,135,90,90,90,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,Used barrels Bourbon barrels,40% abv (80-proof),No additives,13,Agave (cooked),6,Vanilla,6,Earth,4,Fruity,4,Vegetal,4,Wet Cement,3,Pear,3,Cinnamon,3,Butter,3,Baking Spice,2,Apple,2,Clove,19,Agave (cooked),10,Earth,8,Caramel,8,Pepper (black),6,Oak,6,Dried Fruit,4,Minerals,4,Fruity,4,Vanilla,3,Apple,3,Citrus,3,Cinnamon
29610,1,Volans Reposado,Volans,203,88,88,88,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,Stainless steel tanks 100% agave Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,Whisky barrels Used barrels,40% abv (80-proof),No additives,21,Agave (cooked),11,Oak,11,Minerals,8,Caramel,6,Vanilla,4,Earth,4,Citrus,4,Pepper (black),3,Clove,3,Brine/Salt,3,Vegetal,3,Agave (raw),25,Agave (cooked),16,Pepper (black),12,Minerals,9,Caramel,7,Brine/Salt,7,Oak,5,Butter,5,Vanilla,3,Citrus,3,Orange Peel,3,Alcohol,3,Cinnamon
29710,1,Volans Extra Añejo (6 Year),Volans,13,91,94,92.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,Whisky barrels Used barrels,43% abv (86-proof),No additives,1,Agave (cooked),1,Agave (raw),1,Butter,1,Caramel,1,Vanilla,1,Pepper (black),1,Oak,1,Grass (wet),1,Banana,1,Fruity,1,Pineapple,1,Grapes,3,Agave (cooked),2,Caramel,2,Minerals,1,Earth,1,Grass,1,Vanilla,1,Pepper (black),1,Oak,1,Grass (cut),1,Vegetal,1,Banana,1,Grapes
30100,1,Casa Real Blanco,Casa Real,5,88,75,81.5,1468,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Charcoal filtration No additives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30851,1,Gran Campirano Reposado,Gran Campirano,0,,,0,1140,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30910,1,Yeyo Blanco,Yeyo,334,88,83,85.5,1414,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Champagne Yeast,2x distilled,Copper Pot,-,40% abv (80-proof),Organic No additives,49,Agave (cooked),31,Citrus,24,Pepper (black),17,Vegetal,11,Flowers,11,Earth,11,Grass,8,Cinnamon,7,Anise,7,Alcohol,7,Bell Pepper,6,Minerals,56,Agave (cooked),42,Pepper (black),36,Citrus,15,Alcohol,14,Vegetal,13,White Pepper,11,Anise,11,Cinnamon,8,Butter,8,Minerals,6,Jalapeño,6,Grass
31091,1,Gran Misterio Tequila Plata,Gran Misterio,3,,76,38,1460,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100,1,Casa Real Reposado,Casa Real,6,87,84,85.5,1468,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Allspice,1,Butterscotch,1,Agave (cooked),1,Alcohol,1,Orange,1,Caramel,1,Earth,1,Nutmeg,1,Baking Spice,1,Vanilla,1,Pepper (black),1,Cinnamon,1,Allspice,1,Butterscotch,1,Agave (cooked),1,Alcohol,1,Orange,1,Caramel,1,Earth,1,Nutmeg,1,Baking Spice,1,Vanilla,1,Pepper (black),1,Cinnamon
31101,1,Gran Misterio Tequila Oro,Gran Misterio,1,,86,43,1460,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot Stainless Steel Pot,-,40% abv (80-proof),Blended batches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31181,1,Gran Passion Suprema Plata,Gran Passion Suprema,1,,67,33.5,1456,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31191,1,Gran Passion Suprema Reposado,Gran Passion Suprema,0,,,0,1456,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31241,1,Gran Sol Tequila Blanco,Gran Sol,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31251,1,Gran Sol Tequila Reposado,Gran Sol,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31261,1,Gran Sol Tequila Añejo,Gran Sol,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31411,1,Tequila Grandeza Mexicana Reposado,Grandeza Mexicana,3,65,96,80.5,1548,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31421,1,Grano de Oro Blanco,Grano de Oro,0,,,0,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31471,1,Hacienda de la Erre Blanco,Hacienda de la Erre,0,,,0,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31481,1,Hacienda de la Erre Reposado,Hacienda de la Erre,0,,,0,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491,1,Hacienda de la Erre Añejo,Hacienda de la Erre,0,,,0,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31501,1,Hacienda de la Flor Blanco,Hacienda de la Flor,5,86,90,88,1499,(Previously:1137 1068),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Flowers,1,Agave (cooked),1,Fruity,1,Citrus,1,Vegetal,1,Agave (raw),1,Clove,1,Orange,1,Pepper (black),1,Cinnamon,,,,,1,Agave (cooked),1,Flowers,1,Agave (raw),1,Pepper (black),,,,,,,,,,,,,,,,
31511,1,Hacienda de la Flor Reposado,Hacienda de la Flor,3,63,,31.5,1499,(Previously:1137 1068),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Vanilla,2,Oak,1,Alcohol,1,Whiskey,1,Citrus,1,Caramel,,,,,,,,,,,1,Pepper (black),1,Caramel,1,Oak,,,,,,,,,,,,,,,,,,
31521,1,Hacienda de la Flor Añejo,Hacienda de la Flor,3,71,99,85,1499,(Previously:1137 1068),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Oak,2,Berry,1,Apple,1,Fruity,1,Citrus,1,Vanilla,1,Caramel,1,Whiskey,,,,,,,,,1,Caramel,1,Oak,1,Berry,1,Whiskey,,,,,,,,,,,,,,,,
31531,1,Hacienda de la Flor Extra Añejo,Hacienda de la Flor,0,,,0,1499,(Previously:1137),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31611,1,Hacienda de Tepa Reposado,Hacienda de Tepa,12,70,72,71,1460,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31661,1,Hacienda Del Real Reposado,Hacienda Del Real,0,,,0,1140,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks Mixto,2x distilled,Stainless Pot w/Copper Coil,-,35-39% abv (70-78 proof),Destilado de Agave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31711,1,Hacienda Dragon Extra Añejo,Hacienda Dragon,5,85,85,85,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31721,1,Hacienda Dragon Plata,Hacienda Dragon,3,73,76,74.5,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31731,1,Hacienda el Campanario Reposado,Hacienda el Campanario,4,75,91,83,1443,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31741,1,Hacienda el Campanario Añejo,Hacienda el Campanario,2,79,,39.5,1443,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31751,1,Hacienda Galindo Blanco,Hacienda Galindo,4,82,82,82,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31761,1,Hacienda Galindo Reposado,Hacienda Galindo,7,64,80,72,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,Whisky barrels Used barrels,40% abv (80-proof),-,2,Fruity,1,Agave (cooked),1,Banana,1,Grass,1,Pepper (black),1,Coconut,1,Yeast/Dough,1,Vegetal,1,Dill,1,Herbal,1,Caramel,1,Allspice,2,Agave (cooked),2,Fruity,1,Banana,1,Grass,1,Pepper (black),1,Coconut,1,Yeast/Dough,1,Vegetal,1,Dill,1,Herbal,1,Caramel,1,Allspice
31771,1,Hacienda Galindo Añejo,Hacienda Galindo,0,,,0,1517,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,Whisky barrels Used barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31791,1,Hacienda la Capilla Blanco,Hacienda la Capilla,1,,90,45,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31801,1,Hacienda la Capilla Reposado,Hacienda la Capilla,0,,,0,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31821,1,Hacienda la Llave,Hacienda la Llave,0,,,0,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31831,1,Hacienda la Llave Reposado,Hacienda la Llave,0,,,0,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31841,1,Hacienda la Llave Añejo,Hacienda la Llave,0,,,0,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31851,1,Hacienda la Soledad Blanco,Hacienda la Soledad,0,,,0,1455,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
