name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Tequila, Mexico",2020-06-23,85.6,62.7,72,84.5,62.7,71.8,60,69.5,0.674,100,70.83,rain,,,17.9,9.2,288.6,1010.4,66,6.8,200.4,17.3,8,,2020-06-23T07:15:47,2020-06-23T20:39:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-24,79.1,60.7,69.4,79.1,60.7,69.4,59.5,72.7,0.004,100,4.17,rain,,,15.7,4.9,248.2,1010.2,86.7,8.1,147,12.5,7,,2020-06-24T07:16:02,2020-06-24T20:39:54,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-25,78.3,62.7,68.6,78.3,62.7,68.6,59.4,74.3,0.039,100,4.17,rain,,,,5.8,155.2,1011.1,91.5,6.9,166,14.2,7,,2020-06-25T07:16:18,2020-06-25T20:40:03,0.16,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-26,80.9,61.8,69.4,81.2,61.8,69.4,60.3,74.9,0.445,100,12.5,rain,,,,10.7,124.8,1013.7,79.4,7.9,162.4,14.1,7,,2020-06-26T07:16:34,2020-06-26T20:40:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-27,87.2,61.4,72.4,85.2,61.4,72,58.4,66.7,0.236,100,4.17,rain,,,,6.9,192.7,1010.8,66.1,7.2,235.4,20.2,10,,2020-06-27T07:16:51,2020-06-27T20:40:19,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-28,86.1,60.7,72.9,84.5,60.7,72.7,58.5,64.8,0.072,100,50,rain,,,20.1,11.4,222,1010.2,49.3,7.3,259.1,22.4,10,,2020-06-28T07:17:09,2020-06-28T20:40:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-29,86.3,61.4,71.6,85.4,61.4,71.5,59.1,68.7,1.909,100,12.5,rain,,,,5.8,269.4,1010.5,71.7,6.8,224.6,19.3,9,,2020-06-29T07:17:27,2020-06-29T20:40:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-06-30,82.8,63.6,72.5,82.9,63.6,72.6,62.2,72.4,0.043,100,8.33,rain,,,,10.3,293.6,1008.1,59.3,7.3,226,19.5,8,,2020-06-30T07:17:46,2020-06-30T20:40:35,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-01,80,65.6,70.1,80,65.6,70.1,61.9,76.4,0.63,100,8.33,rain,,,,8.1,236.3,1010,81.1,7.7,146.1,12.6,5,,2020-07-01T07:18:05,2020-07-01T20:40:38,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-02,78.4,60.7,69.6,78.4,60.7,69.6,60.8,75.7,0.945,100,8.33,rain,,,,6.9,283.2,1009.7,72.8,7.2,142.3,12.3,5,,2020-07-02T07:18:25,2020-07-02T20:40:40,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-03,83.6,58.9,71.1,82.8,58.9,71.1,58.5,67.7,1.063,100,4.17,rain,,,15.7,16.1,87.6,1011.8,72.6,7.6,239.2,20.8,10,,2020-07-03T07:18:45,2020-07-03T20:40:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-04,85.4,60.9,72.4,83.7,60.9,72.2,57,62.2,0.004,100,4.17,rain,,,,9.2,355.3,1010.9,62.2,7.9,250.7,21.8,10,,2020-07-04T07:19:05,2020-07-04T20:40:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-05,86.1,64.1,72.7,85.5,64.1,72.6,59.7,66.5,0.079,100,4.17,rain,,,,6,262.3,1010.1,62.2,7.3,221.2,19.2,9,,2020-07-05T07:19:26,2020-07-05T20:40:41,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-06,89,63.8,73.8,87.6,63.8,73.5,60.5,67.5,0.024,100,4.17,rain,,,,6.9,299.6,1011.2,67.6,7.8,196.8,17.1,9,,2020-07-06T07:19:47,2020-07-06T20:40:39,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-07,82.1,62.7,70.2,82.3,62.7,70.3,61.2,75.1,0.866,100,4.17,rain,,,,6.9,219.8,1011.8,81.4,7.1,118.8,10.3,4,,2020-07-07T07:20:09,2020-07-07T20:40:36,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-08,77.8,63.4,69,77.8,63.4,69,61,77.1,0.355,100,8.33,rain,,,,6.9,209.4,1013.7,84.8,8,155.1,13.5,6,,2020-07-08T07:20:31,2020-07-08T20:40:32,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-09,79.8,60.7,69.2,79.8,60.7,69.2,59.8,74.3,0.024,100,4.17,rain,,,,5.8,190,1011.3,88.3,7.2,205.7,17.6,8,,2020-07-09T07:20:53,2020-07-09T20:40:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-10,84.3,60.7,71,84.2,60.7,70.9,59.7,71,0.181,100,8.33,rain,,,,7.4,16.4,1013.2,68.9,8,174.1,14.9,7,,2020-07-10T07:21:15,2020-07-10T20:40:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-11,86.1,62,73.8,84.3,62,73.3,57.2,60.9,0.024,100,8.33,rain,,,26.6,13.9,79.2,1014,66.3,8.3,210.6,18.4,8,,2020-07-11T07:21:38,2020-07-11T20:40:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-12,83.8,64.3,70.3,82.2,64.3,70.2,62,77.5,0.905,100,12.5,rain,,,,11.4,135.5,1013.9,86.2,7.8,176.6,15.3,8,,2020-07-12T07:22:01,2020-07-12T20:40:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-13,86.1,60.2,71.1,85.9,60.2,71,61,74.3,0.072,100,75,rain,,,31.1,9,309.5,1012.6,77.8,6.8,176.3,15.2,8,,2020-07-13T07:22:24,2020-07-13T20:39:56,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-14,86.1,61.2,72.2,85.8,61.2,72.2,60.3,69.2,0.056,100,50,rain,,,,8.1,288.1,1013.3,51.3,8.7,184.6,16,8,,2020-07-14T07:22:47,2020-07-14T20:39:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-15,82.5,61.1,70.7,83.1,61.1,70.7,60.9,73.6,0.709,100,8.33,rain,,,,12.8,267.8,1015,71.3,7.4,168.2,14.7,7,,2020-07-15T07:23:10,2020-07-15T20:39:33,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-16,82.6,63,69,82.5,63,69,60.8,77.5,0.035,100,4.17,rain,,,,7.8,266.1,1013.5,74.2,6.6,131.8,11.6,6,,2020-07-16T07:23:33,2020-07-16T20:39:20,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-17,82.5,62.5,70,83.6,62.5,70.1,57.2,67.7,0.386,100,4.17,rain,,,,9.2,274.4,1012.6,59.9,6.4,194.8,16.7,8,,2020-07-17T07:23:57,2020-07-17T20:39:06,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-18,82.5,60.2,68.7,82.4,60.2,68.7,60.4,77,2.571,100,16.67,rain,,,33.6,9.2,273.4,1010.2,62.6,7.5,176.9,15.2,7,,2020-07-18T07:24:20,2020-07-18T20:38:51,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-19,83.9,58.4,69.7,83.5,58.4,69.7,58.9,71.5,0.138,100,4.17,rain,,,24.6,6.9,327.5,1013.4,65.5,7.8,238.6,20.5,9,,2020-07-19T07:24:43,2020-07-19T20:38:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-20,83.2,59.7,71.1,82.4,59.7,71,58.1,67.5,0.039,100,4.17,rain,,,,7.6,282,1011.4,50.6,7.1,278.8,24.1,9,,2020-07-20T07:25:07,2020-07-20T20:38:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-21,85,60.3,71.8,83.4,60.3,71.4,55.5,62.3,0,0,0,,,,,10.3,296.6,1012.4,50.4,8,298.9,25.8,10,,2020-07-21T07:25:30,2020-07-21T20:37:59,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-22,83.4,61.2,71.7,82.8,61.2,71.6,58.5,66.2,0.016,100,16.67,rain,,,,8.5,277.5,1012.6,67.2,7.9,271.6,23.6,9,,2020-07-22T07:25:54,2020-07-22T20:37:39,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-23,80.2,63.4,69.6,81.1,63.4,69.6,61.2,76.8,1.417,100,8.33,rain,,,,4.7,313,1012.6,82.4,6.8,145.5,12.5,6,,2020-07-23T07:26:17,2020-07-23T20:37:18,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-07-24,82.5,60.7,69.8,81.1,60.7,69.7,58.7,72.1,0.112,100,95.83,rain,,,18.3,10.3,274.2,1011.3,77.8,6.3,208.6,17.8,8,,2020-07-24T07:26:41,2020-07-24T20:36:56,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-25,84.3,63.6,71,82.8,63.6,71,61.7,75.3,0.284,100,8.33,rain,,,22.4,5.1,274.6,1010.3,69.9,6.8,210.5,18,9,,2020-07-25T07:27:04,2020-07-25T20:36:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-26,80.7,62,70,81.4,62,70.1,63,80.3,0.118,100,4.17,rain,,,,6.9,245.9,1009.9,82.9,7.4,187.4,16.3,7,,2020-07-26T07:27:27,2020-07-26T20:36:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-27,79.8,62.9,69.7,79.8,62.9,69.7,60.6,75.5,0.157,100,4.17,rain,,,24.6,8.1,243.2,1014.4,88.8,7.5,153.1,13.1,8,,2020-07-27T07:27:50,2020-07-27T20:35:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-28,82.6,62,69.3,83.4,62,69.3,61.5,78.2,0.433,100,8.33,rain,,,15.7,5.6,301.7,1008.7,74.7,6.9,192.9,16.5,9,,2020-07-28T07:28:13,2020-07-28T20:35:18,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-07-29,71.6,60.7,66.5,71.6,60.7,66.5,62.4,87.3,3.031,100,12.5,rain,,,,15,5.8,1013.8,89,6.2,113.5,9.7,5,,2020-07-29T07:28:35,2020-07-29T20:34:51,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-07-30,81.2,61.6,69.9,82,61.6,70,61.2,76.4,0.827,100,8.33,rain,,,,9.2,235.8,1013.5,76.6,7.6,227.6,19.8,9,,2020-07-30T07:28:58,2020-07-30T20:34:22,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,F0749,76612099999,remote,F6804"
"Tequila, Mexico",2020-07-31,78.3,58.9,69.4,78.3,58.9,69.4,62.4,79.9,0.201,100,8.33,rain,,,15.7,9.4,47.3,1012.7,87.6,7.4,178.5,15.3,8,,2020-07-31T07:29:20,2020-07-31T20:33:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,F0749,76612099999,F6811,F0752,remote,F6804"
"Tequila, Mexico",2020-08-01,82.1,62.5,69.4,82.5,62.5,69.4,61.4,78.2,0.276,100,4.17,rain,,,20.1,7.8,161,1013.4,81.4,6.8,170.4,14.6,7,,2020-08-01T07:29:43,2020-08-01T20:33:23,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-02,82.7,60.7,70.9,83.5,60.7,71,61,73.6,1.417,100,8.33,rain,,,,6.7,351,1013.5,58.9,7.2,223.8,19.4,9,,2020-08-02T07:30:05,2020-08-02T20:32:51,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-03,83.9,62.6,71.2,84.3,62.6,71.2,61.2,72.9,0.079,100,4.17,rain,,,,9.2,14.7,1016.9,65.3,6.8,211.2,18.2,8,,2020-08-03T07:30:26,2020-08-03T20:32:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-04,85.4,63.9,72.4,85.9,63.9,72.5,61.6,71.5,0.119,100,25,rain,,,,6.9,53.6,1013.7,59.5,6.8,219.1,18.9,8,,2020-08-04T07:30:48,2020-08-04T20:31:46,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-05,86.3,64.1,71.5,89,64.1,71.7,63.2,76.9,0.202,100,75,rain,,,,7.1,234.1,1012.8,74.1,6.6,201.3,17.3,8,,2020-08-05T07:31:09,2020-08-05T20:31:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-06,85.2,61.9,71.9,85.9,61.9,72.1,62.2,74,0.156,100,70.83,rain,,,,4.9,134.5,1010.6,66.6,5.9,219.5,19.1,8,,2020-08-06T07:31:31,2020-08-06T20:30:36,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-07,85.6,62.5,73.7,85.7,62.5,73.8,61.7,69.3,0.048,100,20.83,rain,,,,8.9,63.3,1009.6,71.4,7.8,280.9,24.2,10,,2020-08-07T07:31:52,2020-08-07T20:30:00,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-08,83.9,62.7,73.1,84.5,62.7,73.2,59.9,65.8,0.06,100,25,rain,,,15.7,15,82.5,1012.8,46.6,8.7,230.1,19.9,10,,2020-08-08T07:32:12,2020-08-08T20:29:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-09,78.5,64.3,69.2,78.5,64.3,69.2,61.2,77.2,0.169,100,8.33,rain,,,15.7,12.8,105.9,1011.3,86.4,7.8,125.9,10.7,7,,2020-08-09T07:32:33,2020-08-09T20:28:45,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-10,82.7,62.5,69.9,83.1,62.5,69.9,60.1,73.4,0.079,100,4.17,rain,,,,6.9,78.1,1014.5,70.2,7,209.1,18.1,7,,2020-08-10T07:32:53,2020-08-10T20:28:06,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-11,82.3,60.7,69,83,60.7,69,61.9,79.7,0.118,100,4.17,rain,,,,6.9,59.3,1009.7,75,7.9,265,22.8,9,,2020-08-11T07:33:13,2020-08-11T20:27:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-12,83.6,62,69.8,83.4,62,69.8,61.4,77.4,1.397,100,12.5,rain,,,15.7,10.3,99.3,1011.1,76.8,7.4,213.1,18.4,8,,2020-08-12T07:33:32,2020-08-12T20:26:45,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-08-13,78.9,60.9,67.1,78.9,60.9,67.1,60.8,81.9,0.531,100,12.5,rain,,,15.7,9.8,110,1013.9,91.4,7,134.7,11.6,6,,2020-08-13T07:33:52,2020-08-13T20:26:04,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-14,82.7,60.7,69.8,83.6,60.7,69.9,61,76.1,0.024,100,4.17,rain,,,,5.6,13.7,1011.9,71.7,7.8,246.4,21.2,9,,2020-08-14T07:34:11,2020-08-14T20:25:22,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-15,84.8,60,70.8,84.1,60,70.7,59,70.2,0.016,100,4.17,rain,,,20.1,6.9,63.7,1009.8,43.3,7.4,250.3,21.5,9,,2020-08-15T07:34:30,2020-08-15T20:24:38,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-16,80.7,57.1,67.8,81.2,57.1,67.8,57.9,72.5,1.102,100,4.17,rain,,,,9.2,68.8,1012.5,69.4,7.8,200.6,17.3,8,,2020-08-16T07:34:48,2020-08-16T20:23:55,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-08-17,80.3,61.4,68.9,81,61.4,68.9,59.7,74.4,0.124,100,58.33,rain,,,,18.3,97.3,1014.6,78.8,8.2,211.2,18.2,9,,2020-08-17T07:35:07,2020-08-17T20:23:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-08-18,74,61.1,66.7,74,61.1,66.7,60.2,80.7,0.783,100,12.5,rain,,,,8.1,129.4,1013.6,78.6,7.3,159.2,13.9,8,,2020-08-18T07:35:25,2020-08-18T20:22:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-19,77.1,58,67.5,77.1,58,67.5,58.9,75.7,0.008,100,4.17,rain,,,,10.3,280,1012.2,75.5,7.9,199.5,17.2,8,,2020-08-19T07:35:43,2020-08-19T20:21:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,F0749,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-20,82.1,60,69,82.6,60,69.1,59.8,74.9,0.048,100,29.17,rain,,,,6.9,321.4,1011.4,83.9,7,196.4,17,9,,2020-08-20T07:36:00,2020-08-20T20:20:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-21,82.7,62.3,70.1,84.3,62.3,70.3,62.6,79.1,0.052,100,29.17,rain,,,,5.4,297.7,1011.6,78,7.2,191.4,16.6,8,,2020-08-21T07:36:18,2020-08-21T20:20:04,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-22,85.2,64.3,71.5,86.2,64.3,71.5,61.5,73,0.124,100,45.83,rain,,,,6.3,295.1,1008.6,63.8,7.1,209,18.1,8,,2020-08-22T07:36:35,2020-08-22T20:19:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-08-23,83.6,62.5,71.8,84.1,62.5,72,61.7,73.2,0.195,100,58.33,rain,,,,8.1,9,1008.6,71.7,7.1,226.9,19.7,8,,2020-08-23T07:36:52,2020-08-23T20:18:27,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-24,82.7,61.2,70.1,82.6,61.2,70.1,60.9,75.4,1.142,100,8.33,rain,,,38,20.8,75.6,1010.4,63.2,6.7,226.1,19.5,8,,2020-08-24T07:37:09,2020-08-24T20:17:38,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-25,80.7,62.7,71.5,81.5,62.7,71.6,60.8,70.8,0.37,100,8.33,rain,,,,11.9,82.3,1009.6,64,7.7,240.9,20.9,9,,2020-08-25T07:37:25,2020-08-25T20:16:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-26,81.2,61.6,70.5,81.7,61.6,70.6,60.8,73.2,0.012,100,4.17,rain,,,17.9,15,91.7,1005.4,78.4,8,223.9,19.3,9,,2020-08-26T07:37:41,2020-08-26T20:15:58,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-27,79.4,64.3,69.3,79.4,64.3,69.3,63.3,82.3,0.071,100,12.5,rain,,,,9.6,156.8,1008.5,79.2,7.5,150.5,12.9,8,,2020-08-27T07:37:57,2020-08-27T20:15:07,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-28,78.4,62.3,68.7,78.4,62.3,68.7,61.1,78,0.476,100,8.33,rain,,,,10.5,272.6,1012.2,62.2,7.3,144.5,12.5,8,,2020-08-28T07:38:13,2020-08-28T20:14:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-29,81.6,61.1,68.9,82.6,61.1,69,62.8,82.4,2.154,100,8.33,rain,,,,13.9,303.8,1009.8,71.1,7.1,218.3,19,8,,2020-08-29T07:38:29,2020-08-29T20:13:23,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-30,81.2,63.4,69.1,82.5,63.4,69.1,64.1,85.7,0.708,100,8.33,rain,,,,6,308.1,1009.7,87.7,7.5,156.1,13.5,7,,2020-08-30T07:38:44,2020-08-30T20:12:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-08-31,83.6,60.9,69.6,84.2,60.9,69.6,62.2,79.6,0.088,100,58.33,rain,,,,6.9,208.2,1011.7,84.7,7.2,208.7,18.1,8,,2020-08-31T07:39:00,2020-08-31T20:11:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-09-01,82.5,63.6,71.2,82.6,63.6,71.3,61.3,73.6,0.008,100,4.17,rain,,,,11.4,238.7,1012.8,59.8,8,248.8,21.5,9,,2020-09-01T07:39:15,2020-09-01T20:10:44,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-09-02,84.5,62,70.6,84.2,62,70.5,62.3,78.2,0,0,0,,,,,5.8,302.2,1012.7,66.6,6.9,225.9,19.5,9,,2020-09-02T07:39:30,2020-09-02T20:09:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-09-03,86.6,62.5,73,85.9,62.5,72.9,61.1,70.1,0,0,0,,,,,6.9,23.8,1007.2,57.4,7.4,282.7,24.4,9,,2020-09-03T07:39:45,2020-09-03T20:08:57,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76612099999,F6811,remote,F6804"
"Tequila, Mexico",2020-09-04,83.7,60,71.9,83.5,60,71.9,59,66.7,0,0,0,,,,22.4,11.6,69.6,1009.7,46.2,8.6,266.7,23.1,10,,2020-09-04T07:39:59,2020-09-04T20:08:02,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
