name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Tequila, Mexico",2020-01-01,71.5,54.1,62,71.5,54.1,62,51,70.4,0.152,100,37.5,rain,,,33.6,18.6,198.5,1010.9,80.2,7.9,108.4,9.3,6,,2020-01-01T07:32:13,2020-01-01T18:25:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-02,67.2,47.9,57.1,67.2,47.9,57.1,47.9,74.1,1.437,100,12.5,rain,,,20.1,17.7,234.4,1010.5,44.4,7,182.3,15.7,7,,2020-01-02T07:32:32,2020-01-02T18:26:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-03,73.3,35.5,53.3,73.3,35.5,53.3,36.2,60.8,0,0,0,,,,,8.1,297.2,1018.3,28.3,8.3,202.2,17.4,7,,2020-01-03T07:32:50,2020-01-03T18:26:46,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-04,69.5,39.1,53.1,69.5,34.9,52,29.1,45.3,0,0,0,,,,15.7,13.4,60.8,1022.8,52.3,9.1,176.9,15.3,7,,2020-01-04T07:33:06,2020-01-04T18:27:24,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-05,73.3,32.1,53.3,73.3,28.7,52.1,25.3,40.3,0,0,0,,,,,11.9,69.7,1025.7,24,8.9,220.5,19.1,8,,2020-01-05T07:33:22,2020-01-05T18:28:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-06,75.1,37.1,55.7,75.1,32.5,54.9,29.9,44.1,0,0,0,,,,,9.2,28.8,1020.5,41.9,7.8,210.7,18.3,8,,2020-01-06T07:33:36,2020-01-06T18:28:42,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-07,76.9,44.5,58.6,76.9,44.5,58.5,33.5,45,0,0,0,,,,,12.3,89.4,1017.3,52.6,8.5,145.1,12.4,6,,2020-01-07T07:33:49,2020-01-07T18:29:22,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-08,76.4,40.4,57.4,76.4,36.2,56.4,38,52.5,0,0,0,,,,,7.8,65.2,1019.3,28.3,7.7,200,17.3,7,,2020-01-08T07:34:01,2020-01-08T18:30:02,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-09,77.6,44.3,61.1,77.6,44.3,61.1,44.4,57.7,0,0,0,,,,,9.2,263.2,1017.3,25.6,7.6,200.1,17.3,8,,2020-01-09T07:34:11,2020-01-09T18:30:42,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-10,77.1,46.3,61.2,77.1,46.3,61.2,41.9,55.7,0,0,0,,,,,9.4,254.4,1015.7,39.9,9.2,185.8,16,7,,2020-01-10T07:34:21,2020-01-10T18:31:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-11,79.8,46.5,62.5,79.8,44.3,62.4,38.9,47.1,0,0,0,,,,,6.9,142.3,1013.9,54.9,8.1,222.7,19.4,8,,2020-01-11T07:34:29,2020-01-11T18:32:02,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2020-01-12,78.7,42.7,61,78.7,42.7,60.8,41.3,53.3,0,0,0,,,,,11.4,345.3,1016.7,72.1,7.5,163,14.1,7,,2020-01-12T07:34:35,2020-01-12T18:32:43,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2020-01-13,80.1,44.5,62.5,79.2,44.5,62.4,42.3,52.1,0,0,0,,,,,5.8,36.1,1015.3,72.4,8.5,202.8,17.5,8,,2020-01-13T07:34:41,2020-01-13T18:33:23,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2020-01-14,80.7,42.9,62,80,42.9,62,41.9,52.4,0,0,0,,,,,7.2,6.6,1017.4,66,7.2,195.1,17.1,8,,2020-01-14T07:34:45,2020-01-14T18:34:04,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2020-01-15,79.8,51,64.4,79.8,51,64.4,45.8,53.2,0,0,0,,,,,6.9,75.3,1014.6,86,7.9,159.4,14,7,,2020-01-15T07:34:48,2020-01-15T18:34:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2020-01-16,79.6,51.5,65.2,79.6,51.5,65.2,49.3,59.8,0,0,0,,,,,6.3,291.2,1012.6,66.7,7.1,180.5,15.5,8,,2020-01-16T07:34:49,2020-01-16T18:35:25,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,F0749,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-17,77,53.5,65.6,77,53.5,65.6,50.9,63.1,0.103,100,8.33,rain,,,,6.3,333.3,1012.8,76.8,7.7,169.7,14.8,7,,2020-01-17T07:34:49,2020-01-17T18:36:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-18,78.9,50.1,64.9,78.9,50.1,64.9,49.6,61.4,0,0,0,,,,,7.2,25.8,1017.3,75.7,8.1,151.2,13.1,6,,2020-01-18T07:34:48,2020-01-18T18:36:46,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-19,78.9,57,66.4,78.9,57,66.4,50.8,60,0.016,100,16.67,rain,,,,11.2,75.5,1016.9,68.6,7.7,172.6,14.8,7,,2020-01-19T07:34:46,2020-01-19T18:37:27,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-20,78.7,52.7,64.2,78.7,52.7,64.2,49.4,61.7,0,0,0,,,,,11.4,70.2,1019.4,40.8,8.7,177.5,15.4,7,,2020-01-20T07:34:42,2020-01-20T18:38:07,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-21,77.4,48.5,63.1,77.4,46.5,62.9,46.3,58.7,0,0,0,,,,,8.1,83.2,1019.8,12.4,7.7,196.3,16.9,8,,2020-01-21T07:34:37,2020-01-21T18:38:47,0.89,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-22,77.1,53.1,64.6,77.1,53.1,64.6,47.1,59.8,0,0,0,,,,26.8,15,256.8,1011.8,46.6,9,221.1,19.2,8,,2020-01-22T07:34:30,2020-01-22T18:39:27,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,F0749,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-23,69.5,52.4,60.1,69.5,52.4,60.1,47,64.7,0,0,0,,,,,4.9,215.7,1010.8,74.6,7.4,121,10.6,4,,2020-01-23T07:34:22,2020-01-23T18:40:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-24,75.6,44.5,61.3,75.6,44.5,61.3,46.2,62,0,0,0,,,,,5.6,198.6,1014.6,61.3,7.2,204.7,17.7,8,,2020-01-24T07:34:13,2020-01-24T18:40:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-25,74.9,55.3,63.3,74.9,55.3,63.3,49.9,65.7,0,0,0,,,,15.7,10.7,230.1,1012.4,73.7,8.9,157.3,13.6,8,,2020-01-25T07:34:03,2020-01-25T18:41:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-26,73.3,53.3,61.9,73.3,53.3,61.9,48.5,65.5,0.024,100,4.17,rain,,,25.3,11.4,264.5,1013.7,55.8,8.2,169.3,14.6,8,,2020-01-26T07:33:51,2020-01-26T18:42:04,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-27,75.6,44.6,58.7,75.6,44.6,58.7,40.8,60,0,0,0,,,,,6.9,257.3,1016.1,10.2,8.2,227.5,19.8,9,,2020-01-27T07:33:38,2020-01-27T18:42:43,0.09,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-28,77.4,43.8,58.3,77.4,41.7,58.1,37.2,53.9,0,0,0,,,,,10.3,272.2,1013.3,10.1,7.3,221.8,19.2,9,,2020-01-28T07:33:23,2020-01-28T18:43:21,0.12,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-29,78.7,42.7,60.1,78.7,39.2,59.8,34.1,45.6,0,0,0,,,,27.7,16.1,184.5,1012.5,23.2,8.2,225.1,19.5,9,,2020-01-29T07:33:08,2020-01-29T18:43:59,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-30,72.1,49.9,58,72.1,49.1,58,46,67.2,0,0,0,,,,20.1,15.4,232.2,1013.8,77.3,7.8,133.2,11.7,8,,2020-01-30T07:32:51,2020-01-30T18:44:37,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-01-31,73.5,46.3,58.2,73.5,46.3,58,38.6,57.5,0,0,0,,,,,11.4,241.4,1016.1,88.8,8.3,108.4,9.4,5,,2020-01-31T07:32:32,2020-01-31T18:45:14,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-01,69.2,49,58.2,69.2,47.1,58.1,35.4,44.6,0,0,0,,,,20.1,10.3,43.3,1017.5,92.4,8,86.8,7.6,4,,2020-02-01T07:32:13,2020-02-01T18:45:51,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-02,72.8,47.7,59.1,72.8,45.1,58.9,44.1,59.3,0.128,100,50,rain,,,,9.2,241.6,1020.4,81.8,8.5,67.4,5.9,4,,2020-02-02T07:31:52,2020-02-02T18:46:27,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-03,61.6,50.3,55,61.6,50.3,55,51.3,87.7,1.142,100,16.67,rain,,,,13.2,231.4,1019,75.8,4.9,69.4,5.9,4,,2020-02-03T07:31:30,2020-02-03T18:47:03,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-04,69.7,48.5,59.7,69.7,47.4,59.5,52.7,79.5,0.63,100,16.67,rain,,,,13.4,223,1015.4,62.3,7.6,170.5,14.7,7,,2020-02-04T07:31:07,2020-02-04T18:47:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-05,69.9,50.3,59.2,69.9,50.3,59.2,52.4,80.3,0.008,100,4.17,rain,,,20.1,17.9,239.3,1011.6,67.4,8.1,153.9,13.2,8,,2020-02-05T07:30:43,2020-02-05T18:48:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-06,74,39.1,57.6,74,39.1,57.3,37.4,56.9,0,0,0,,,,,7.6,288.3,1013,44.4,8.7,237.5,20.4,9,,2020-02-06T07:30:17,2020-02-06T18:48:48,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-07,80.5,39.1,59.4,78.9,39.1,59.2,35.5,48,0,0,0,,,,,15,246.1,1011.6,60.7,9.2,222,19.3,8,,2020-02-07T07:29:51,2020-02-07T18:49:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-08,79.6,40.9,60.2,79.6,39,60.1,41.6,58.4,0,0,0,,,,,7.2,210,1015.9,17.5,8.4,254.6,22.1,9,,2020-02-08T07:29:23,2020-02-08T18:49:56,0.48,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-09,80.9,46.5,63.3,80.2,46.5,63.2,49.6,66.2,0,0,0,,,,20.1,16.1,237.4,1016,25.9,8.2,235.1,20.4,9,,2020-02-09T07:28:54,2020-02-09T18:50:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-10,80,48.1,64.4,80,48.1,64.4,50,66.4,0,0,0,,,,15.7,10.1,259.8,1012.7,57.3,8.1,219.8,19.1,8,,2020-02-10T07:28:24,2020-02-10T18:51:02,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-11,82.1,50.6,64.8,80.3,50.6,64.6,49.9,65,0,0,0,,,,20.1,12.1,250.1,1010.9,52.7,7.8,224.7,19.3,8,,2020-02-11T07:27:53,2020-02-11T18:51:34,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-12,75.3,49.9,61.7,75.3,48.3,61.6,47.4,63.4,0,0,0,,,,20.1,24.2,263.7,1010.4,76,8.4,154.9,13.5,6,,2020-02-12T07:27:21,2020-02-12T18:52:06,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-13,78.3,44.5,61.5,78.3,44.3,61.4,43.7,56.7,0,0,0,,,,,11,241.8,1011.7,19.8,8.3,220.7,19.1,8,,2020-02-13T07:26:48,2020-02-13T18:52:37,0.65,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-14,80.9,48.3,65,79.6,48.3,65,44.2,49.8,0,0,0,,,,,6.9,188.8,1014.7,7.5,8.9,246.3,21.4,8,,2020-02-14T07:26:13,2020-02-14T18:53:08,0.69,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-15,81.8,50.1,65.7,80.4,50.1,65.5,47.8,56.6,0,0,0,,,,,11.4,315,1016.8,52.4,8.2,206.2,17.8,7,,2020-02-15T07:25:38,2020-02-15T18:53:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-16,85.4,51.7,67.6,82.8,51.7,67.2,47,52,0,0,0,,,,,8.1,342.3,1011.9,43.8,8.3,245.1,21.1,8,,2020-02-16T07:25:02,2020-02-16T18:54:08,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-17,87.9,51.7,69,84.6,51.7,68.3,45.7,49.7,0,0,0,,,,,6.3,303.4,1009.1,48.5,8.3,247.5,21.4,9,,2020-02-17T07:24:25,2020-02-17T18:54:37,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-18,87.9,53.7,70.3,84.7,53.7,69.5,47.6,51.1,0,0,0,,,,,8.1,269.6,1009.1,13.4,7.9,263.7,22.6,9,,2020-02-18T07:23:47,2020-02-18T18:55:06,0.83,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-19,87.9,53.5,69.8,84.6,53.5,69,48.1,53.4,0,0,0,,,,,6,291,1010.2,0,8,257.6,22.2,9,,2020-02-19T07:23:08,2020-02-19T18:55:34,0.86,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-20,87.9,52.8,70.6,84.4,52.8,69.7,44,44.7,0,0,0,,,,,9.2,337,1011.6,19.9,8.4,269.4,23.4,9,,2020-02-20T07:22:28,2020-02-20T18:56:02,0.9,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-02-21,84.6,56.6,69,82.7,56.6,68.7,48.6,51.3,0,0,0,,,,,13.4,102,1015.4,48.3,8.6,236.2,20.5,9,,2020-02-21T07:21:47,2020-02-21T18:56:29,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-22,84.5,56.6,69.5,82.1,56.6,69.1,48.5,50.5,0,0,0,,,,,7.2,326.1,1014.9,50,8.2,229.7,19.8,9,,2020-02-22T07:21:06,2020-02-22T18:56:56,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-23,83.4,55.7,67.8,81.2,55.7,67.4,46.2,51.7,0,0,0,,,,20.1,16.1,300.8,1013.9,22.1,9.2,251.9,21.8,9,,2020-02-23T07:20:23,2020-02-23T18:57:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-24,84.5,50.3,67.1,81.5,50.3,66.5,41.8,46.6,0,0,0,,,,,11.4,287.8,1010.2,17.2,8.3,277.1,23.8,10,,2020-02-24T07:19:40,2020-02-24T18:57:48,0.04,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-25,80.7,51.9,65.2,79.3,51.9,65,43.2,51,0,0,0,,,,17.9,18.3,281.5,1007.7,58.5,8.9,210.6,18.2,8,,2020-02-25T07:18:56,2020-02-25T18:58:14,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-26,81.8,46.3,63.8,79.8,45.2,63.5,40.8,48,0,0,0,,,,,7.8,240,1010.8,44.3,8,253.3,22,10,,2020-02-26T07:18:12,2020-02-26T18:58:39,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-27,79.8,47.2,62,79.8,43.1,61.7,40.1,48,0,0,0,,,,,9.6,78.1,1016.7,13.5,8.1,268.7,23.4,10,,2020-02-27T07:17:27,2020-02-27T18:59:03,0.14,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-02-28,84.1,49.9,66.1,81.4,49.9,65.6,45.1,52.8,0,0,0,,,,,6.9,322.7,1015.3,1.2,7.8,272.9,23.5,10,,2020-02-28T07:16:41,2020-02-28T18:59:27,0.17,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F6811,remote,F6804"
"Tequila, Mexico",2020-02-29,85.6,51.5,67.9,82.6,51.5,67.4,44.3,46.5,0,0,0,,,,,10.3,308.6,1014.2,2,8.7,278.2,24.2,10,,2020-02-29T07:15:54,2020-02-29T18:59:51,0.2,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-01,85.7,51.7,67.7,83,51.7,67.4,47.8,53.4,0,0,0,,,,,16.1,286.6,1014.3,32.5,8.4,260,22.6,9,,2020-03-01T07:15:07,2020-03-01T19:00:15,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-02,87.3,48.1,68.7,83.8,48.1,67.8,40.9,47,0,0,0,,,,20.1,20.8,269.5,1014.1,24.4,8.9,277.8,24,9,,2020-03-02T07:14:19,2020-03-02T19:00:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-03-03,83.2,51.9,66.1,80.6,51.9,65.8,40.8,44.9,0,0,0,,,,24.6,15.9,234.9,1008.4,37.5,8.7,272.8,23.5,9,,2020-03-03T07:13:31,2020-03-03T19:01:00,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-03-04,79.4,49.5,64.4,79.4,48.7,64.3,43.7,53.9,0,0,0,,,,22.4,15,239.8,1009.9,76,8.8,244.4,21.1,9,,2020-03-04T07:12:42,2020-03-04T19:01:22,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote,F6804"
"Tequila, Mexico",2020-03-05,83.6,50.9,66.2,81.2,50.9,65.8,44.2,49.4,0,0,0,,,,,5.4,181.5,1011.6,76.8,7.5,202.5,17.4,7,,2020-03-05T07:11:52,2020-03-05T19:01:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-06,80.9,51.5,66.8,79.9,51.5,66.6,42.4,43.2,0,0,0,,,,,13.9,95,1014.3,80.8,9.4,215.4,18.7,7,,2020-03-06T07:11:02,2020-03-06T19:02:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-07,81.1,53.5,67.3,79.8,53.5,67,43.7,44.6,0,0,0,,,,,8.7,71.3,1013.7,77.2,8,216.1,18.7,9,,2020-03-07T07:10:12,2020-03-07T19:02:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-08,84.6,55.3,68.4,82.2,55.3,68.1,49.6,55,0,0,0,,,,,11.4,314.5,1013.1,71.3,7.9,217.9,18.9,9,,2020-03-08T07:09:21,2020-03-08T19:02:48,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-09,81.2,57.1,69.5,80.5,57.1,69.4,52.8,58.6,0,0,0,,,,,4.9,296.4,1015.6,74.4,7.6,191.3,16.6,8,,2020-03-09T07:08:30,2020-03-09T19:03:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-10,86.6,56.9,72,84,56.9,71.4,50.1,49,0,0,0,,,,,6,324.2,1012.9,70.3,7.7,217.5,18.9,9,,2020-03-10T07:07:38,2020-03-10T19:03:29,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2020-03-11,89.5,56.9,72.8,86.3,56.9,72,47.7,44.7,0,0,0,,,,22.4,8.1,337,1011.4,54.5,8.1,274.9,23.7,9,,2020-03-11T07:06:46,2020-03-11T19:03:49,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-12,87.5,56.8,71.8,84.4,56.8,70.9,42.2,38.6,0,0,0,,,,20.1,12.8,284.4,1007.8,72.6,8.9,226.4,19.7,8,,2020-03-12T07:05:54,2020-03-12T19:04:09,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-13,88.6,57.1,71.4,85.3,57.1,70.5,46.4,46.6,0,0,0,,,,24.6,11.4,299.2,1010.7,47.7,7.9,274.9,23.5,10,,2020-03-13T07:05:01,2020-03-13T19:04:29,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-14,90.4,57.6,71.4,86.6,57.6,70.5,46.9,46.5,0,0,0,,,,,8.1,291.6,1011.9,25.6,8.3,262.8,22.7,9,,2020-03-14T07:04:08,2020-03-14T19:04:48,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-15,90.1,60.7,73.1,86.7,60.7,72.4,50.8,50.1,0,0,0,,,,,11,255.3,1013.1,49.8,7.8,242.3,21.1,9,,2020-03-15T07:03:15,2020-03-15T19:05:07,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,F0749,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-16,88.8,58.1,72.3,85.5,58.1,71.5,50.9,52.8,0.016,100,16.67,rain,,,,11.4,311.5,1012.6,41.3,8.2,241.9,21,10,,2020-03-16T07:02:22,2020-03-16T19:05:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-17,87.7,53.5,70.6,84.4,53.5,70,49.5,52.8,0,0,0,,,,,12.8,274.9,1012.8,26.4,8.1,259.5,22.4,10,,2020-03-17T07:01:29,2020-03-17T19:05:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2020-03-18,88.8,55.4,70.9,85.2,55.4,70,48.7,51.8,0,0,0,,,,17.9,13.9,272.8,1013.8,9.8,8.5,293.4,25.5,10,,2020-03-18T07:00:35,2020-03-18T19:06:04,0.81,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,F0752,remote"
